id,listing_url,last_scraped,source,name,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
48599533,https://www.airbnb.com/rooms/48599533,2024-03-11,city scrape,Capital View I,,https://a0.muscache.com/pictures/5967883b-4403-412c-b2cf-f4ab83d64703.jpg,392074908,https://www.airbnb.com/users/show/392074908,Jerry,2021-03-11,,,within an hour,86%,94%,f,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,5,7,"['email', 'phone']",t,t,,SIXTH WARD,42.65429,-73.75986,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Dryer"", ""Heating"", ""Self check-in"", ""TV"", ""Blender"", ""Lockbox"", ""Wifi"", ""Washer"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Extra pillows and blankets"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Oven"", ""Coffee maker"", ""Conditioner"", ""Baking sheet"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Ethernet connection"", ""Cleaning products"", ""Stove"", ""Elevator"", ""Bed linens""]",$88.00,2,180,2,2,1125,1125,2.0,1125.0,t,23,51,81,351,2024-03-11,93,21,4,2021-08-10,2024-02-28,4.73,4.87,4.63,4.87,4.77,4.86,4.77,f,5,5,0,0,2.95
49886937,https://www.airbnb.com/rooms/49886937,2024-03-11,city scrape,VACATION TIME,,https://a0.muscache.com/pictures/b107ebdd-696c-4a1a-afe3-862de6ccf694.jpg,219746338,https://www.airbnb.com/users/show/219746338,Nicola,2018-10-09,"New York, NY","Hello my name is Nicola, I’m a single mother. I love to travel a lot with my 10 year old son.
I live in New York. I go back and forth to the city a lot for work. I’m a photographer, for 4 years now. I love my job. I’m originally from Brooklyn, I been upstate for a few months now and it’s has been awesome to me. ",N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/5e1224d5-ef91-41e3-be7b-67a5a4a8a1a3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5e1224d5-ef91-41e3-be7b-67a5a4a8a1a3.jpg?aki_policy=profile_x_medium,Ten Broeck Triangle,1,1,"['email', 'phone']",t,t,,FOURTH WARD,42.65854,-73.74926,Shared room in rental unit,Shared room,2,0.0,0 shared baths,0,1,"[""Heating"", ""Shampoo"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Smoking allowed"", ""Wifi"", ""Hot water"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Kitchen"", ""Pets allowed""]",$45.00,1,3,1,1,3,3,1.0,3.0,t,24,54,84,359,2024-03-11,0,0,0,,,,,,,,,,f,1,0,0,1,
50171851,https://www.airbnb.com/rooms/50171851,2024-03-11,city scrape,Beautiful Center Square Garden-Level Unit,"This unit is less than a 5 minute walk away from the Empire State Plaza, and is also very close to Washington Park, Albany Med, and the MVP Arena.",https://a0.muscache.com/pictures/f0d70ecf-f5c0-47a9-869f-803dd89d9276.jpg,48490017,https://www.airbnb.com/users/show/48490017,Todd,2015-11-08,"Albany, NY","I’ve been living in the NY Capital Region since 2016, and currently work full-time as a Sr. Performance Engineer in Renewable Energy (Onshore Wind). I’m also an avid athlete, and enjoy weightlifting as well as Brazilian Jiu-Jitsu. I also love food, art, fashion, design, and adventure - especially with my partner, Pan.",within a day,100%,94%,t,https://a0.muscache.com/im/pictures/user/8cc2dec8-985f-4a48-a414-f00ba118b568.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8cc2dec8-985f-4a48-a414-f00ba118b568.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,1,1,"['email', 'phone']",t,t,"Albany, New York, United States",SIXTH WARD,42.65157,-73.76546,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Stainless steel gas stove"", ""Wine glasses"", ""Paid parking lot off premises"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Rice maker"", ""Hair dryer"", ""Coffee"", ""Radiant heating"", ""Outdoor dining area"", ""Fire extinguisher"", ""Keypad"", ""Stainless steel oven"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""First aid kit"", ""Wifi"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Books and reading material"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Garden view"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Portable air conditioning"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Pets allowed"", ""Private entrance"", ""Refrigerator"", ""Love, Beauty, & Planet body soap"", ""Long term stays allowed"", ""Game console"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Bed linens""]",$109.00,2,1125,2,2,1125,1125,2.0,1125.0,t,10,19,36,190,2024-03-11,144,58,4,2021-08-15,2024-03-03,4.99,4.99,5.0,4.98,5.0,4.91,4.98,f,1,1,0,0,4.60
50207226,https://www.airbnb.com/rooms/50207226,2024-03-11,city scrape,★ RARE 1BR Apt with Character GREAT Location! W/D★,"This airbnb is right in the heart of New York’s historic downtown.<br /><br />Take a 4 minute bike ride to the Mohawk Hudson Hike Bike Trail. Also a great place to walk your dogs only 10 minutes away by foot!<br /><br />The newest Capital Repertory Theatre is right behind the building if you love watching shows!<br /><br />The Albany Distilling Company is right next door and offers amazing cocktails.<br /><br />The best steak restaurant in Albany - 677 Prime is a 2 minute walk away! For some more casual bites, take a 5 minute stroll over to Tanpopo Ramen and Sake Bar, Wolff's Biergarten, The Copper Crow, Nine Pin Cider Works or Lost & Found Bar & Kitchen.<br /><br />The Egg and Empire State Plaza are only a 5 minute drive away.<br /><br />You will be in very close vicinity to a lot of great attractions!",https://a0.muscache.com/pictures/miso/Hosting-50207226/original/afc77c04-5ce7-446e-b3f6-979fbfac98e7.jpeg,47625981,https://www.airbnb.com/users/show/47625981,Linda,2015-10-28,"Albany, NY",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,16,16,"['email', 'phone']",t,t,"Albany, New York, United States",FOURTH WARD,42.65888,-73.74673,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,2,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Dryer"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Lockbox"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Washer"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Oven"", ""Conditioner"", ""Security cameras on property"", ""Pets allowed"", ""Refrigerator"", ""Long term stays allowed"", ""Cleaning products"", ""Stove"", ""Laundromat nearby""]",$115.00,1,1125,1,2,1125,1125,1.3,1125.0,t,0,0,0,0,2024-03-11,68,14,0,2021-06-09,2023-11-01,4.87,4.91,4.83,4.91,4.94,4.51,4.86,t,15,15,0,0,2.03
50211226,https://www.airbnb.com/rooms/50211226,2024-03-11,city scrape,Quiet Studio By Washington Park | Walkable!,Our home is conveniently located within 1.5 miles of the following points of interest and are easily walkable 3/4 of the year if you don't mind walking. There are 2 grocery stores within 1 mile of us- we prefer the Market 32 on Madison Ave. The list is broken down closest to furthest away:<br /><br />Rockefeller College; Washington Park; Lark Street; Centersquare; Albany Institute of History and Art; Albany Med; NYS Capitol and Empire State Plaza; College of Saint Rose; Albany College of Pharmacy; Albany VA Medical Center; Albany City Hall/Court; NYS Museum; Albany Capital Center; Sage College; Downtown Albany; Federal Courthouse; MVP Center (Formerly Times Union Center); Palace Theater.,https://a0.muscache.com/pictures/84c2822a-4803-4bc3-8f32-2021a326ee22.jpg,105597161,https://www.airbnb.com/users/show/105597161,Jake & Kate,2016-11-29,"Albany, NY",Welcome to Albany! We are a young professional couple from Upstate New York. We've put a lot of work into renovating our 100+ years old home and would love to host you!,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-105597161/original/dc435dd4-ff93-4fe0-9280-67ca1e024944.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-105597161/original/dc435dd4-ff93-4fe0-9280-67ca1e024944.jpeg?aki_policy=profile_x_medium,Central Avenue,1,1,"['email', 'phone']",t,t,"Albany, New York, United States",ELEVENTH WARD,42.66034,-73.77163,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,2,"[""Microwave"", ""Iron"", ""Board games"", ""Shower gel"", ""Smoke alarm"", ""Essentials"", ""Cooking basics"", ""Wine glasses"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Single level home"", ""Hair dryer"", ""Coffee"", ""Radiant heating"", ""Fire extinguisher"", ""Keypad"", ""Stainless steel oven"", ""Self check-in"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Luggage dropoff allowed"", ""First aid kit"", ""Wifi"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""40\"" HDTV with Roku, Netflix"", ""Kitchen"", ""Toaster"", ""Backyard"", ""Books and reading material"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Window AC unit"", ""Extra pillows and blankets"", ""Electric stove"", ""Body soap"", ""Conditioner"", ""Security cameras on property"", ""Baking sheet"", ""Private entrance"", ""Refrigerator"", ""Long term stays allowed"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Bed linens"", ""Laundromat nearby""]",$110.00,2,1125,2,2,1125,1125,2.0,1125.0,t,15,27,45,255,2024-03-11,149,69,3,2021-12-31,2024-03-03,4.98,4.98,4.96,5.0,4.99,4.82,4.95,f,1,1,0,0,5.57
50354540,https://www.airbnb.com/rooms/50354540,2024-03-11,previous scrape,Designer 2BED Heart of Center Square,"Center Square is an eclectic neighborhood located in downtown Albany, N.Y.<br /><br />The neighborhood contains some of the most significant and beautiful architecture in the city.",https://a0.muscache.com/pictures/da045b3b-b9c9-405f-94f3-06d112646e51.jpg,188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,2018-05-09,,"I am a devoted mother to my lovely children. I have a passion for health & wellness, gardening, cooking, travel, design and all things beautiful. I am a thoughtful and detail-oriented person. A native to the Capital District, I am eager to ensure my guests enjoy their time in Albany and have a very pleasant stay!",within a day,100%,39%,f,https://a0.muscache.com/im/pictures/user/User-188679144/original/72841625-24cd-4625-95d9-1c832c13775a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/72841625-24cd-4625-95d9-1c832c13775a.jpeg?aki_policy=profile_x_medium,Center Square & Hudson/Park,8,8,"['email', 'phone']",t,t,"Albany, New York, United States",SIXTH WARD,42.65333,-73.76402,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""Wine glasses"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Paid parking lot off premises"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Dryer"", ""Stainless steel oven"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Lockbox"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Washer"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Books and reading material"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Ceiling fan"", ""Extra pillows and blankets"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Coffee maker"", ""Conditioner"", ""Indoor fireplace"", ""Baking sheet"", ""Refrigerator"", ""Long term stays allowed"", ""Cleaning products"", ""Stove"", ""Bed linens""]",,3,365,3,3,365,365,3.0,365.0,t,27,57,87,362,2024-03-11,9,5,0,2021-06-15,2023-08-13,4.56,4.56,4.22,4.89,4.78,4.78,4.44,f,8,8,0,0,0.27
50639032,https://www.airbnb.com/rooms/50639032,2024-03-11,city scrape,"Sunny Queen bed, Quiet w/Beautiful Garden","This is a walkable neighborhood in the city of Albany. There are public buses at the bottom of the block to downtown (10 minutes) and you can find neighborhood bars and restaurants that are a 7 minute walk away. The SUNY and State campus are each a 5-10 minute walk away. Grocery stores are a quick drive or short Uber trip away (and there are corner stores that are walkable where you can get essentials). <br /><br />Centrally located and close to the highway, we are only 35 minutes North to Saratoga (and SPAC), 50 minutes North to the lower ADK for hiking, or 50 minutes East to Tanglewood for hikes in the Berkshires or to listen to concerts there. And of course there is an abundance of food, music, and hiking to explore in the capital region! If you need suggestions just ask!",https://a0.muscache.com/pictures/miso/Hosting-50639032/original/35f6bdc4-da55-4d96-a2c0-27e9a5a101cb.jpeg,172539578,https://www.airbnb.com/users/show/172539578,David Yisrael,2018-02-09,"Albany, NY",,within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/f4cbc7d3-a801-438c-9431-216bad89825b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f4cbc7d3-a801-438c-9431-216bad89825b.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Albany, New York, United States",FIFTEENTH WARD,42.67945,-73.81647,Private room in home,Private room,1,1.0,1 shared bath,1,1,"[""Wine glasses"", ""Iron"", ""Board games"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Fire pit"", ""Hammock"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Single level home"", ""Hair dryer"", ""Stainless steel electric stove"", ""Outdoor dining area"", ""Fast wifi \u2013 149 Mbps"", ""Fire extinguisher"", ""Stainless steel oven"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Blender"", ""Luggage dropoff allowed"", ""Lockbox"", ""Private backyard \u2013 Fully fenced"", ""Free parking on premises"", ""First aid kit"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Kitchen"", ""Lock on bedroom door"", ""Fireplace guards"", ""Books and reading material"", ""Hangers"", ""Dishwasher"", ""Private gym in building"", ""Ceiling fan"", ""Central heating"", ""Window AC unit"", ""Extra pillows and blankets"", ""Body soap"", ""Free washer \u2013 In unit"", ""Coffee maker"", ""Piano"", ""Exercise equipment"", ""Sound system with Bluetooth and aux"", ""Indoor fireplace"", ""Refrigerator"", ""Baking sheet"", ""Bathtub"", ""Record player"", ""Barbecue utensils"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Kayak"", ""Bed linens"", ""BBQ grill""]",$63.00,3,1125,3,3,1125,1125,3.0,1125.0,t,10,40,70,159,2024-03-11,36,5,0,2021-09-26,2023-08-28,4.92,4.83,4.86,4.97,4.94,4.94,4.92,f,3,1,2,0,1.20
50890336,https://www.airbnb.com/rooms/50890336,2024-03-11,city scrape,"★CHIC, Renovated Brownstone★ in PRIME DT Albany","This airbnb is right in the heart of New York’s historic downtown.<br /><br />Take a 4 minute bike ride to the Mohawk Hudson Hike Bike Trail. Also a great place to walk your dogs only 10 minutes away by foot!<br /><br />The newest Capital Repertory Theatre is right behind the building if you love watching shows!<br /><br />The Albany Distilling Company is right next door and offers amazing cocktails.<br /><br />The best steak restaurant in Albany - 677 Prime is a 2 minute walk away! For some more casual bites, take a 5 minute stroll over to Tanpopo Ramen and Sake Bar, Wolff's Biergarten, The Copper Crow, Nine Pin Cider Works or Lost & Found Bar & Kitchen.<br /><br />The Egg and Empire State Plaza are only a 5 minute drive away.<br /><br />You will be in very close vicinity to a lot of great attractions!",https://a0.muscache.com/pictures/6ec85269-a391-4169-9090-047fa6e1d932.jpg,47625981,https://www.airbnb.com/users/show/47625981,Linda,2015-10-28,"Albany, NY",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,16,16,"['email', 'phone']",t,t,"Albany, New York, United States",FOURTH WARD,42.65901,-73.74748,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Fire pit"", ""Free street parking"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Dryer"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Lockbox"", ""Free parking on premises"", ""Wifi"", ""First aid kit"", ""Washer"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Oven"", ""Conditioner"", ""Pets allowed"", ""Refrigerator"", ""Long term stays allowed"", ""Cleaning products"", ""Stove"", ""BBQ grill"", ""Laundromat nearby""]",$120.00,1,1125,1,2,1125,1125,1.3,1125.0,t,26,56,86,361,2024-03-11,39,9,0,2021-07-31,2023-10-08,4.62,4.82,4.9,4.9,4.82,4.28,4.54,t,15,15,0,0,1.23
51230498,https://www.airbnb.com/rooms/51230498,2024-03-11,city scrape,"Chic-romantic, center-city, hotel-style apartment.","Discover a vibrant urban neighborhood that’s both safe and walkable, despite some homes that need a little TLC. If you’re looking for a 100% quiet, peaceful retreat, this may not be the right fit for you. However, if you’re seeking an authentic experience with the sounds of bustling city life, this is the perfect place to stay.",https://a0.muscache.com/pictures/miso/Hosting-51230498/original/6151a826-8303-4f7b-a28a-8f73c067d259.jpeg,414738935,https://www.airbnb.com/users/show/414738935,Sonya,2021-07-23,,,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/2262026a-baa4-4176-9fab-9f287e537339.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2262026a-baa4-4176-9fab-9f287e537339.jpg?aki_policy=profile_x_medium,Sheridan Hollow,1,1,"['email', 'phone']",t,t,"Albany, New York, United States",THIRD WARD,42.66064,-73.76074,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Fire pit"", ""Essentials"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Coffee"", ""Fire extinguisher"", ""Keypad"", ""Dove  body soap"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Suave  conditioner"", ""First aid kit"", ""Wifi"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Coffee maker: drip coffee maker"", ""Backyard"", ""Hangers"", ""Central heating"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Private patio or balcony"", ""Security cameras on property"", ""Private entrance"", ""Refrigerator"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Suave  shampoo"", ""Bed linens"", ""BBQ grill"", ""Laundromat nearby""]",$64.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2024-03-11,211,61,2,2021-07-25,2024-02-17,4.78,4.85,4.93,4.85,4.92,4.21,4.76,f,1,1,0,0,6.59
51461480,https://www.airbnb.com/rooms/51461480,2024-03-11,city scrape,🍃Chic & Cozy Near Washington Park Garden Suite,"We are located in a beautifully renovated historic Brownstone that was built in 1890.  We are situated on the cusp of the Washington Park & Pine Hills neighborhoods.  Our guests get the pleasure of enjoying the best of both worlds, including the diverse cultural landscape that comes with each of these communities.   It is our pleasure to introduce you to that experience! <br /><br />UAlbany’s downtown campus is across the street and Albany Medical Center is within walking distance either through the park or along beautiful tree lined city blocks.  Washington Park is across the street and features several events through out the year including a drummers’ circle, plays at the boathouse, the city's winter lights display, a farmers' market, the Tulip Festival, and much, much more.    Feel free to grab one of our complimentary blankets to enjoy a picnic down by the lake or to catch a little sun during the summer.  <br /><br />Our neighborhood has a walk score of 90 making it a “Walker’s Par",https://a0.muscache.com/pictures/miso/Hosting-51461480/original/a02c1bc5-accd-4480-a918-209e923b08cc.jpeg,416799784,https://www.airbnb.com/users/show/416799784,Rosie,2021-08-04,"Albany, NY","Our team works hard to ensure guests feel welcome while honoring their privacy at a fair rate.  Thank you for looking us up~we hope to see you soon! 

Please note, that there is some minor construction happening nearby as reflected in the nightly rate. ",within an hour,100%,14%,f,https://a0.muscache.com/im/pictures/user/b84fe6c8-e1c6-4a9a-acdd-e3e57e8a8391.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b84fe6c8-e1c6-4a9a-acdd-e3e57e8a8391.jpg?aki_policy=profile_x_medium,Washington Park,1,1,"['email', 'phone']",t,t,"Albany, New York, United States",TENTH WARD,42.65969,-73.77564,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Radiant heating"", ""Fire extinguisher"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Window guards"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Wifi"", ""Bronner's Natural Peppermint soap body soap"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Books and reading material"", ""Hangers"", ""Coffee maker: Keurig coffee machine"", ""Extra pillows and blankets"", ""Portable air conditioning"", ""Electric stove"", ""Oven"", ""Free washer \u2013 In unit"", ""Conditioner"", ""Security cameras on property"", ""Private entrance"", ""Refrigerator"", ""Long term stays allowed"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Bed linens""]",$93.00,7,1125,7,7,1125,1125,7.0,1125.0,t,0,9,39,128,2024-03-11,21,1,0,2021-10-24,2023-03-31,4.95,4.95,4.76,5.0,5.0,5.0,4.9,f,1,1,0,0,0.72
51503537,https://www.airbnb.com/rooms/51503537,2024-03-11,city scrape,Walk to Everything Downtown Albany! Luxury Apt!,"You are at the heart of Downtown Albany! Blocks away from the Capital, steps away from restaurants, coffee shops, the Times Union Center, and more! Be in the middle of it all and have the opportunity to relax in the comfort of your luxury apartment stay!",https://a0.muscache.com/pictures/6923f845-7bef-440d-9774-15dbf62d8d94.jpg,394420519,https://www.airbnb.com/users/show/394420519,All Seasons,2021-03-27,"Glenville, NY",,within an hour,100%,82%,f,https://a0.muscache.com/im/pictures/user/07714e7d-1705-4696-b180-2aa9cdb56761.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/07714e7d-1705-4696-b180-2aa9cdb56761.jpg?aki_policy=profile_x_medium,Downtown,9,10,"['email', 'phone']",t,t,"Albany, New York, United States",THIRD WARD,42.65061,-73.75006,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Dishes and silverware"", ""Stainless steel electric stove"", ""Dryer"", ""Stainless steel oven"", ""Gym"", ""Heating"", ""TV"", ""Wifi"", ""Washer"", ""Dining table"", ""Coffee maker: drip coffee maker"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Air conditioning"", ""Body soap"", ""Pets allowed"", ""Refrigerator"", ""Long term stays allowed"", ""Clothing storage: closet and dresser"", ""Elevator"", ""Bed linens""]",$105.00,4,365,4,4,1125,1125,4.0,1125.0,t,26,56,86,175,2024-03-11,7,0,0,2021-09-08,2023-02-23,4.29,4.71,4.14,3.71,4.29,4.71,4.14,f,1,1,0,0,0.23
51560588,https://www.airbnb.com/rooms/51560588,2024-03-11,previous scrape,Steps 2 Capital,,https://a0.muscache.com/pictures/5967883b-4403-412c-b2cf-f4ab83d64703.jpg,392074908,https://www.airbnb.com/users/show/392074908,Jerry,2021-03-11,,,within an hour,86%,94%,f,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,5,7,"['email', 'phone']",t,t,,SIXTH WARD,42.65431,-73.75997,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Dryer"", ""Heating"", ""Self check-in"", ""TV"", ""Lockbox"", ""Wifi"", ""Washer"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers"", ""Shampoo"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Oven"", ""Coffee maker"", ""Conditioner"", ""Private entrance"", ""Refrigerator"", ""Long term stays allowed"", ""Stove"", ""Elevator"", ""Bed linens""]",,365,365,365,365,1125,1125,365.0,1125.0,t,30,60,90,364,2024-03-11,42,5,0,2021-08-16,2023-09-10,4.64,4.79,4.79,4.9,4.9,4.86,4.74,f,5,5,0,0,1.34
